               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.050495,            0.056696,           0.0044923,              0.8127,             0.86118,             0.88591,             0.47768,            0.052899,            0.053347,           0.0034449,           0.0069112,           0.0069112,           0.0069112
                 158,             0.05527,            0.067076,           0.0037545,             0.74423,             0.92687,             0.89002,             0.50263,             0.04798,            0.052699,           0.0035046,           0.0068914,           0.0068914,           0.0068914
                 159,            0.049901,            0.066862,           0.0033365,             0.84147,             0.83843,             0.90362,             0.47108,            0.048782,            0.051123,           0.0034655,           0.0068716,           0.0068716,           0.0068716
                 160,            0.054961,            0.068183,           0.0039028,             0.84849,             0.85648,             0.91139,             0.52042,            0.046432,            0.050286,           0.0034816,           0.0068518,           0.0068518,           0.0068518
                 161,            0.048912,            0.062718,           0.0036678,             0.79546,             0.86681,              0.9079,             0.51997,            0.046567,            0.050916,           0.0034876,            0.006832,            0.006832,            0.006832
                 162,            0.050789,            0.062272,           0.0046856,             0.85749,             0.86405,             0.90739,             0.49055,            0.045802,            0.050179,           0.0034917,           0.0068122,           0.0068122,           0.0068122
                 163,            0.050356,              0.0665,           0.0044326,              0.8869,             0.86448,             0.90454,              0.5305,            0.046869,            0.050639,           0.0034334,           0.0067924,           0.0067924,           0.0067924
                 164,            0.051283,            0.056775,           0.0029906,             0.85978,              0.8511,             0.88533,             0.41524,            0.050609,            0.050733,           0.0034157,           0.0067726,           0.0067726,           0.0067726
                 165,            0.049994,             0.06532,           0.0035618,             0.88455,             0.84529,             0.90006,             0.49703,            0.048491,            0.052983,           0.0034336,           0.0067528,           0.0067528,           0.0067528
                 166,            0.051689,            0.065626,           0.0033687,             0.80495,              0.8802,             0.87764,             0.48327,             0.04755,            0.053365,           0.0035101,            0.006733,            0.006733,            0.006733
                 167,            0.050062,            0.063529,           0.0038747,             0.78227,              0.9087,             0.87445,             0.48693,            0.046279,            0.052924,           0.0034027,           0.0067132,           0.0067132,           0.0067132
                 168,            0.051372,            0.060876,           0.0034983,             0.77879,             0.90933,             0.87281,             0.43247,            0.046642,            0.053416,           0.0034058,           0.0066934,           0.0066934,           0.0066934
                 169,            0.050843,            0.071068,           0.0039802,             0.77851,             0.88156,             0.89243,             0.50088,            0.045679,            0.051626,           0.0033414,           0.0066736,           0.0066736,           0.0066736
                 170,            0.049575,            0.058709,           0.0036226,             0.77155,             0.89885,             0.89833,             0.42975,            0.047239,            0.051375,           0.0033371,           0.0066538,           0.0066538,           0.0066538
                 171,            0.049889,            0.059526,           0.0034461,             0.79574,             0.86532,             0.89047,             0.41953,            0.046709,            0.050935,           0.0033174,            0.006634,            0.006634,            0.006634
                 172,            0.051354,            0.061865,           0.0033074,             0.82243,             0.87878,             0.89444,             0.50589,            0.045346,            0.049261,           0.0032553,           0.0066142,           0.0066142,           0.0066142
                 173,            0.049208,            0.059797,           0.0033556,              0.8167,              0.8851,             0.90064,             0.51676,            0.046106,            0.050613,           0.0031454,           0.0065944,           0.0065944,           0.0065944
                 174,            0.050172,            0.058436,           0.0033099,             0.84055,             0.88863,             0.89805,             0.45702,            0.045331,             0.04939,           0.0030485,           0.0065746,           0.0065746,           0.0065746
                 175,            0.050221,            0.066689,           0.0029728,             0.80677,             0.88579,              0.8999,              0.4681,            0.046969,            0.050949,           0.0029912,           0.0065548,           0.0065548,           0.0065548
                 176,            0.051325,             0.06304,           0.0032117,             0.84767,             0.86835,             0.90366,               0.516,            0.043371,            0.049461,           0.0030607,            0.006535,            0.006535,            0.006535
                 177,            0.047724,            0.067244,           0.0037348,             0.86095,             0.89348,             0.91056,              0.5013,            0.046824,            0.048503,           0.0029774,           0.0065152,           0.0065152,           0.0065152
                 178,            0.053115,            0.066281,           0.0037222,             0.87298,             0.89069,              0.9163,             0.48339,            0.045463,            0.048596,           0.0029503,           0.0064954,           0.0064954,           0.0064954
                 179,            0.050536,            0.070684,           0.0039559,             0.79255,             0.90741,             0.88941,             0.50819,            0.044736,            0.048491,            0.002929,           0.0064756,           0.0064756,           0.0064756
                 180,            0.048949,            0.065692,            0.003358,             0.81284,             0.89876,             0.90651,             0.46673,            0.046026,            0.048738,           0.0029921,           0.0064558,           0.0064558,           0.0064558
                 181,            0.048877,            0.063181,           0.0036212,             0.78027,             0.90496,             0.90952,             0.43744,            0.048268,             0.04881,           0.0030603,            0.006436,            0.006436,            0.006436
                 182,            0.052832,            0.064431,           0.0038573,             0.78755,             0.89277,             0.90844,             0.52318,            0.045228,            0.048258,           0.0030241,           0.0064162,           0.0064162,           0.0064162
                 183,             0.05058,            0.072132,           0.0038576,             0.80589,             0.86935,             0.91208,             0.53363,            0.045637,            0.049576,           0.0030235,           0.0063964,           0.0063964,           0.0063964
                 184,            0.048923,             0.06589,           0.0038741,             0.77243,              0.9104,             0.90742,             0.52858,            0.045917,            0.048804,            0.003113,           0.0063766,           0.0063766,           0.0063766
                 185,            0.052822,            0.067925,           0.0036105,             0.78429,             0.92367,             0.91317,             0.53101,            0.045677,            0.049173,            0.003235,           0.0063568,           0.0063568,           0.0063568
                 186,            0.050995,            0.066171,           0.0051223,             0.78771,             0.91547,             0.90943,             0.52894,            0.045842,            0.048442,           0.0033159,            0.006337,            0.006337,            0.006337
                 187,             0.05213,             0.06243,           0.0041584,             0.84568,             0.84838,             0.90945,             0.53041,            0.044937,            0.049672,           0.0034283,           0.0063172,           0.0063172,           0.0063172
                 188,            0.047438,            0.059365,           0.0051996,             0.87104,             0.84495,             0.89673,             0.50051,            0.045485,             0.05127,           0.0033733,           0.0062974,           0.0062974,           0.0062974
                 189,            0.049007,            0.064678,           0.0028626,             0.86228,             0.85762,             0.88995,             0.51373,            0.044663,            0.052806,           0.0032744,           0.0062776,           0.0062776,           0.0062776
                 190,            0.052395,            0.072807,           0.0029673,             0.88026,              0.8825,             0.90087,             0.46732,            0.048041,             0.05221,           0.0031732,           0.0062578,           0.0062578,           0.0062578
                 191,            0.049545,            0.055577,           0.0026764,             0.84926,             0.87707,              0.8962,              0.4583,            0.045726,            0.051761,            0.003131,            0.006238,            0.006238,            0.006238
                 192,            0.048736,            0.066404,           0.0032388,             0.84478,             0.88062,             0.89723,             0.48982,            0.045552,            0.051434,           0.0032093,           0.0062182,           0.0062182,           0.0062182
                 193,            0.048547,               0.066,           0.0034067,             0.79994,             0.88007,             0.89381,              0.5233,            0.046408,            0.051952,           0.0031858,           0.0061984,           0.0061984,           0.0061984
                 194,            0.048049,            0.060314,           0.0036475,             0.84049,             0.87122,             0.89748,             0.48972,             0.04432,            0.051498,           0.0031816,           0.0061786,           0.0061786,           0.0061786
                 195,            0.047489,            0.059061,           0.0037412,              0.8358,             0.86463,             0.90229,             0.45263,            0.048532,            0.053488,           0.0031767,           0.0061588,           0.0061588,           0.0061588
                 196,            0.051106,            0.068409,           0.0031418,             0.84209,             0.84835,             0.90403,             0.52369,            0.046238,            0.053046,           0.0032154,            0.006139,            0.006139,            0.006139
                 197,            0.048253,            0.067541,           0.0025695,             0.86421,             0.86404,             0.89721,             0.40214,            0.047284,            0.053348,           0.0031202,           0.0061192,           0.0061192,           0.0061192
                 198,            0.051078,            0.062929,           0.0031202,             0.85491,             0.85856,             0.90637,              0.4607,            0.045196,            0.051729,           0.0030747,           0.0060994,           0.0060994,           0.0060994
                 199,            0.047536,            0.057742,           0.0031864,             0.86305,             0.85287,              0.9119,             0.49264,            0.045601,            0.051128,           0.0030531,           0.0060796,           0.0060796,           0.0060796
                 200,            0.048845,            0.057823,           0.0035642,             0.86301,             0.84899,             0.91109,             0.46328,            0.048371,            0.050747,           0.0030253,           0.0060598,           0.0060598,           0.0060598
                 201,            0.050055,            0.065577,           0.0039087,             0.84155,             0.88018,             0.91336,             0.49405,             0.04551,            0.049942,           0.0030165,             0.00604,             0.00604,             0.00604
                 202,            0.049063,            0.053204,           0.0027528,             0.83815,             0.88089,             0.91446,              0.5019,            0.045911,            0.049487,           0.0030531,           0.0060202,           0.0060202,           0.0060202
                 203,            0.050901,            0.065808,           0.0031939,              0.8222,             0.87491,             0.91355,             0.49908,            0.045824,            0.050136,            0.003157,           0.0060004,           0.0060004,           0.0060004
                 204,            0.047091,            0.055763,           0.0026803,             0.79729,             0.85699,              0.8898,             0.46793,            0.048225,            0.050306,           0.0031138,           0.0059806,           0.0059806,           0.0059806
                 205,            0.047363,            0.065457,           0.0033221,              0.8461,             0.88767,             0.91515,             0.47414,             0.04466,            0.050039,           0.0031224,           0.0059608,           0.0059608,           0.0059608
                 206,            0.048475,             0.05315,           0.0031039,             0.84317,              0.8797,             0.91217,             0.50012,            0.045279,            0.049727,           0.0031114,            0.005941,            0.005941,            0.005941
                 207,            0.046429,            0.058626,           0.0024906,             0.84422,             0.88734,             0.91348,             0.49569,            0.046735,            0.050219,           0.0030709,           0.0059212,           0.0059212,           0.0059212
                 208,            0.048362,            0.059551,           0.0032865,             0.83729,             0.86593,             0.91677,             0.51289,            0.043639,            0.050101,           0.0030239,           0.0059014,           0.0059014,           0.0059014
                 209,            0.047454,            0.068876,           0.0029284,             0.81842,             0.87021,             0.90783,             0.54001,            0.044342,            0.049479,           0.0030229,           0.0058816,           0.0058816,           0.0058816
                 210,            0.047416,            0.058229,           0.0022399,             0.83954,              0.8656,              0.9001,             0.52869,            0.046709,            0.049154,           0.0030556,           0.0058618,           0.0058618,           0.0058618
                 211,            0.049089,            0.058711,           0.0025369,             0.80815,             0.87909,             0.89487,             0.50904,            0.047042,            0.049313,           0.0030656,            0.005842,            0.005842,            0.005842
                 212,            0.051276,            0.059491,           0.0027147,             0.83368,             0.86011,             0.89721,             0.50257,            0.044631,            0.049543,           0.0031114,           0.0058222,           0.0058222,           0.0058222
                 213,            0.047259,            0.064144,           0.0027636,             0.75736,              0.9004,             0.87229,             0.47143,            0.045227,            0.052789,           0.0030955,           0.0058024,           0.0058024,           0.0058024
                 214,            0.047308,            0.063145,           0.0032179,             0.73911,             0.90525,             0.87876,             0.50728,            0.044529,            0.053681,           0.0030002,           0.0057826,           0.0057826,           0.0057826
                 215,            0.047571,            0.060904,           0.0025846,             0.74327,             0.91172,             0.87909,             0.50551,            0.045764,            0.053519,           0.0030391,           0.0057628,           0.0057628,           0.0057628
                 216,            0.049541,            0.064068,           0.0034811,             0.75602,             0.91096,             0.88499,             0.46198,            0.047457,            0.052884,           0.0029872,            0.005743,            0.005743,            0.005743
                 217,             0.04665,            0.061863,           0.0027693,             0.75409,             0.90649,             0.88038,             0.46832,             0.04778,            0.054375,           0.0029795,           0.0057232,           0.0057232,           0.0057232
                 218,            0.047417,             0.05972,           0.0036448,             0.74636,              0.9115,             0.88146,             0.45413,            0.046908,            0.055589,           0.0030054,           0.0057034,           0.0057034,           0.0057034
                 219,            0.048602,            0.060736,            0.002495,             0.82699,             0.80665,             0.86467,             0.43646,            0.047449,            0.056505,           0.0030445,           0.0056836,           0.0056836,           0.0056836
                 220,            0.048146,            0.056502,            0.002705,             0.81944,             0.81815,             0.84229,             0.46152,            0.047119,            0.057848,           0.0029866,           0.0056638,           0.0056638,           0.0056638
                 221,            0.047115,            0.060451,           0.0027285,             0.82087,             0.80515,              0.8188,             0.41516,            0.047904,             0.05823,           0.0028801,            0.005644,            0.005644,            0.005644
                 222,            0.050907,            0.069848,           0.0031475,               0.801,             0.82208,             0.86107,             0.45042,            0.046709,            0.055646,           0.0028784,           0.0056242,           0.0056242,           0.0056242
                 223,            0.047562,             0.06609,           0.0026919,             0.77035,             0.91716,             0.88258,             0.42263,            0.048961,            0.054598,           0.0030752,           0.0056044,           0.0056044,           0.0056044
                 224,            0.049326,            0.070786,           0.0028233,             0.80567,             0.86652,             0.90295,             0.52074,            0.046802,            0.052683,           0.0032237,           0.0055846,           0.0055846,           0.0055846
                 225,            0.047467,             0.05669,           0.0025956,              0.7846,              0.8846,             0.89838,             0.50808,            0.048295,            0.051359,           0.0033332,           0.0055648,           0.0055648,           0.0055648
                 226,            0.049132,            0.057005,           0.0023009,             0.77228,              0.8778,             0.90261,              0.4866,            0.048658,            0.051002,           0.0033112,            0.005545,            0.005545,            0.005545
                 227,            0.050037,            0.064855,           0.0033369,             0.77992,             0.90312,             0.90061,              0.4987,            0.046869,            0.051331,           0.0033208,           0.0055252,           0.0055252,           0.0055252
                 228,            0.049533,            0.060104,           0.0025809,              0.7826,             0.89542,             0.90441,             0.48295,            0.048254,            0.051042,           0.0033103,           0.0055054,           0.0055054,           0.0055054
                 229,            0.046752,             0.05781,           0.0028313,             0.84048,             0.85605,             0.90698,             0.51598,            0.047637,            0.051838,           0.0032358,           0.0054856,           0.0054856,           0.0054856
                 230,            0.046897,            0.058307,           0.0031584,             0.82124,             0.85062,             0.90295,             0.52206,             0.04603,            0.051356,           0.0032131,           0.0054658,           0.0054658,           0.0054658
                 231,             0.04393,             0.05195,           0.0034676,             0.79412,             0.88274,             0.88005,             0.47422,            0.045533,            0.051358,           0.0031519,            0.005446,            0.005446,            0.005446
                 232,            0.048004,              0.0635,           0.0030373,             0.80507,             0.86603,             0.90158,             0.49726,            0.046834,            0.051263,           0.0032163,           0.0054262,           0.0054262,           0.0054262
                 233,            0.045787,            0.059563,            0.002816,             0.77002,             0.90616,             0.90277,             0.47138,              0.0464,             0.05099,           0.0032123,           0.0054064,           0.0054064,           0.0054064
                 234,            0.047455,            0.061235,           0.0025503,             0.77757,             0.91051,             0.89927,             0.50444,            0.046805,            0.050579,           0.0032083,           0.0053866,           0.0053866,           0.0053866
                 235,            0.047586,            0.057608,           0.0025891,             0.81264,             0.86306,             0.90332,              0.5154,            0.046122,            0.049907,           0.0031686,           0.0053668,           0.0053668,           0.0053668
